	genome_id	query_name	cazyme_fam_secstat	e-value
11544	ERS396433_46	ERS396433_46_k85_142077_41	GT5_secFalse	4.299999999999999e-177
11545	ERS396433_46	ERS396433_46_k85_142077_44	CBM48_secFalse	1.1e-17
11546	ERS396433_46	ERS396433_46_k85_142077_44	GH13_9_secFalse	1.5999999999999997e-154
11547	ERS396433_46	ERS396433_46_k85_149039_9	GH10_secTrue	1.1999999999999996e-100
11548	ERS396433_46	ERS396433_46_k85_149039_9	CBM22_secTrue	6.2e-24
11549	ERS396433_46	ERS396433_46_k85_152728_1	GH42_secFalse	1.2999999999999996e-152
11550	ERS396433_46	ERS396433_46_k85_152728_2	GH36_secFalse	1.1999999999999992e-279
11554	ERS396433_46	ERS396433_46_k85_152728_4	GH25_secFalse	4e-49
11555	ERS396433_46	ERS396433_46_k85_155316_29	CBM76_secFalse	2.1999999999999998e-86
11556	ERS396433_46	ERS396433_46_k85_155316_29	GH44_secFalse	6.799999999999998e-178
11560	ERS396433_46	ERS396433_46_k85_155316_31	CE2_secFalse	7.599999999999998e-66
11561	ERS396433_46	ERS396433_46_k85_155316_50	CE2_secFalse	1.3999999999999996e-70
11562	ERS396433_46	ERS396433_46_k85_155316_52	CE17_secFalse	7.7e-24
11563	ERS396433_46	ERS396433_46_k85_155316_54	CE4_secFalse	8.199999999999999e-30
11564	ERS396433_46	ERS396433_46_k85_155316_58	GH16_21_secTrue	1.0999999999999999e-85
11565	ERS396433_46	ERS396433_46_k85_155316_58	CBM4_secTrue	3.8e-31
11567	ERS396433_46	ERS396433_46_k85_155316_58	GH9_secTrue	7.299999999999999e-113
11568	ERS396433_46	ERS396433_46_k85_155316_66	CBM35_secFalse	1.5e-21
11569	ERS396433_46	ERS396433_46_k85_155316_67	GH5_4_secFalse	4.099999999999999e-109
11571	ERS396433_46	ERS396433_46_k85_159372_24	GH25_secFalse	9.7e-44
11576	ERS396433_46	ERS396433_46_k85_168602_117	CBM13_secTrue	2e-16
11577	ERS396433_46	ERS396433_46_k85_168602_117	PL1_secTrue	5.799999999999999e-31
11579	ERS396433_46	ERS396433_46_k85_168602_132	GH10_secTrue	1.3999999999999999e-83
11580	ERS396433_46	ERS396433_46_k85_168602_132	CBM22_secTrue	1.7e-16
11581	ERS396433_46	ERS396433_46_k85_168602_132	GH43_16_secTrue	1.9999999999999992e-127
11582	ERS396433_46	ERS396433_46_k85_168602_132	CBM22_secTrue	7e-31
11586	ERS396433_46	ERS396433_46_k85_168602_134	GH9_secFalse	3.799999999999999e-114
11587	ERS396433_46	ERS396433_46_k85_168602_134	CBM4_secFalse	7.1e-27
11591	ERS396433_46	ERS396433_46_k85_168602_85	CBM35_secTrue	2.6000000000000004e-28
11592	ERS396433_46	ERS396433_46_k85_168602_85	GH26_secTrue	3.1999999999999993e-99
11593	ERS396433_46	ERS396433_46_k85_168602_85	CBM35_secTrue	7.2e-23
11594	ERS396433_46	ERS396433_46_k85_168602_8	GH9_secFalse	1.6999999999999996e-101
11596	ERS396433_46	ERS396433_46_k85_168602_87	GH5_1_secFalse	4.799999999999999e-115
11598	ERS396433_46	ERS396433_46_k85_168602_9	CBM79_secFalse	1e-30
11599	ERS396433_46	ERS396433_46_k85_168602_9	CBM79_secFalse	3e-19
11600	ERS396433_46	ERS396433_46_k85_168603_11	GH13_20_secFalse	6.199999999999999e-77
11605	ERS396433_46	ERS396433_46_k85_2724_2	GH31_secFalse	3.799999999999999e-140
11607	ERS396433_46	ERS396433_46_k85_41593_1	GH2_secFalse	6.5e-57
11615	ERS396433_46	ERS396433_46_k85_49309_18	GT35_secFalse	4.599999999999997e-260
11616	ERS396433_46	ERS396433_46_k85_49309_4	CBM22_secFalse	1.3999999999999998e-34
11618	ERS396433_46	ERS396433_46_k85_49309_4	GH11_secFalse	3.2e-73
11619	ERS396433_46	ERS396433_46_k85_49309_4	CBM22_secFalse	5.6e-32
11620	ERS396433_46	ERS396433_46_k85_49309_4	CE4_secFalse	9.9e-22
11621	ERS396433_46	ERS396433_46_k85_59508_13	CBM13_secFalse	3.3e-19
11622	ERS396433_46	ERS396433_46_k85_59508_13	CBM35_secFalse	3.5e-23
11623	ERS396433_46	ERS396433_46_k85_59508_13	CE12_secFalse	4.499999999999999e-47
11624	ERS396433_46	ERS396433_46_k85_59508_13	CE12_secFalse	5.4e-65
11625	ERS396433_46	ERS396433_46_k85_59511_1	CE17_secFalse	1.4999999999999998e-43
11630	ERS396433_46	ERS396433_46_k85_6119_7	GH94_secFalse	7.499999999999997e-257
11632	ERS396433_46	ERS396433_46_k85_62183_36	GH5_8_secFalse	9.299999999999998e-91
11633	ERS396433_46	ERS396433_46_k85_62183_43	GH25_secFalse	8.8e-42
11641	ERS396433_46	ERS396433_46_k85_7338_39	GH3_secFalse	6.399999999999998e-70
11646	ERS396433_46	ERS396433_46_k85_8511_10	GH95_secFalse	1.0999999999999996e-274
11647	ERS396433_46	ERS396433_46_k85_8511_11	CBM35_secFalse	3.4000000000000004e-17
11648	ERS396433_46	ERS396433_46_k85_8511_11	GH26_secFalse	7.499999999999999e-91
11649	ERS396433_46	ERS396433_46_k85_8511_12	GH130_secFalse	1.3999999999999995e-90
11650	ERS396433_46	ERS396433_46_k85_8511_2	GH77_secFalse	9.499999999999997e-164
11654	ERS396433_46	ERS396433_46_k85_8511_3	GT35_secFalse	2.6999999999999987e-245
11656	ERS396433_46	ERS396433_46_k85_88162_29	GT51_secFalse	1.7e-61
11658	ERS396433_46	ERS396433_46_k85_94448_9	CBM35inCE17_secFalse	2.8999999999999997e-17
11659	ERS396433_46	ERS396433_46_k85_94448_9	CE17_secFalse	7.3e-61
11662	ERS396436_16	ERS396436_16_k85_104988_4	GH4_secFalse	1.0999999999999999e-61
11663	ERS396436_16	ERS396436_16_k85_108772_37	GH109_secFalse	4.3e-17
11664	ERS396436_16	ERS396436_16_k85_123544_3	CE4_secFalse	6.2e-25
11666	ERS396436_16	ERS396436_16_k85_15068_6	GT51_secFalse	2.0999999999999998e-66
11668	ERS396436_16	ERS396436_16_k85_15136_3	CE7_secFalse	2.4999999999999998e-85
11669	ERS396436_16	ERS396436_16_k85_20795_16	GH109_secFalse	5.5e-18
11672	ERS396436_16	ERS396436_16_k85_29105_3	GT2_Glyco_tranf_2_3_secFalse	1e-25
11673	ERS396436_16	ERS396436_16_k85_35398_6	GH1_secFalse	2.0999999999999995e-146
11674	ERS396436_16	ERS396436_16_k85_3817_15	GH13_39_secFalse	1.0999999999999999e-122
11675	ERS396436_16	ERS396436_16_k85_3817_15	GH77_secFalse	2.0999999999999996e-100
11678	ERS396436_16	ERS396436_16_k85_3817_19	GT35_secFalse	4.1999999999999977e-256
11679	ERS396436_16	ERS396436_16_k85_3817_20	GH13_9_secFalse	4.499999999999999e-136
11680	ERS396436_16	ERS396436_16_k85_3817_20	CBM48_secFalse	6.7e-20
11681	ERS396436_16	ERS396436_16_k85_38503_16	GT28_secFalse	1.8e-50
11682	ERS396436_16	ERS396436_16_k85_39917_9	GH23_secFalse	9.2e-29
11683	ERS396436_16	ERS396436_16_k85_45105_7	GH13_20_secFalse	2.2999999999999994e-71
11684	ERS396436_16	ERS396436_16_k85_58004_10	GH2_secFalse	1.3999999999999992e-196
11685	ERS396436_16	ERS396436_16_k85_59265_11	GT35_secFalse	5.799999999999997e-220
11686	ERS396436_16	ERS396436_16_k85_59265_12	GH77_secFalse	3.099999999999999e-161
11687	ERS396436_16	ERS396436_16_k85_61365_6	GT2_Glycos_transf_2_secFalse	7.8e-23
11688	ERS396436_16	ERS396436_16_k85_61934_23	GH5_44_secFalse	8e-60
11689	ERS396436_16	ERS396436_16_k85_66335_31	GH1_secFalse	1.1999999999999997e-144
11691	ERS396436_16	ERS396436_16_k85_71683_18	GH170_secFalse	2.5999999999999992e-99
11695	ERS396436_16	ERS396436_16_k85_80666_6	GT28_secFalse	1.3999999999999998e-20
11699	ERS396436_16	ERS396436_16_k85_80706_1	GH31_secFalse	9.5e-50
11700	ERS396436_16	ERS396436_16_k85_85358_7	GH4_secFalse	6.999999999999999e-68
11702	ERS396436_16	ERS396436_16_k85_87739_24	GH1_secFalse	2.0999999999999996e-128
11703	ERS396436_16	ERS396436_16_k85_87739_61	CE9_secFalse	1.5999999999999997e-119
11704	ERS396436_16	ERS396436_16_k85_87739_75	GH1_secFalse	6.899999999999999e-140
11705	ERS396436_16	ERS396436_16_k85_87739_78	GH1_secFalse	8.499999999999997e-148
11706	ERS396436_16	ERS396436_16_k85_90450_10	GT4_secFalse	5.9e-22
11708	ERS396440_136	ERS396440_136_k89_103479_17	GH13_20_secFalse	4.2999999999999985e-78
11709	ERS396440_136	ERS396440_136_k89_10752_23	GH25_secFalse	3e-48
11710	ERS396440_136	ERS396440_136_k89_111605_2	GH2_secFalse	3.499999999999999e-97
11711	ERS396440_136	ERS396440_136_k89_111605_4	GH31_secFalse	7.599999999999999e-133
11713	ERS396440_136	ERS396440_136_k89_113627_5	GH146_secFalse	1.8999999999999993e-161
11714	ERS396440_136	ERS396440_136_k89_113630_16	GH26_secFalse	1.3999999999999998e-87
11715	ERS396440_136	ERS396440_136_k89_113630_17	GH3_secFalse	1e-60
11716	ERS396440_136	ERS396440_136_k89_113632_3	CE4_secFalse	1.4999999999999998e-24
11717	ERS396440_136	ERS396440_136_k89_113632_4	CBM91_secFalse	1.7e-33
11718	ERS396440_136	ERS396440_136_k89_113632_4	GH43_12_secFalse	6.699999999999999e-118
11719	ERS396440_136	ERS396440_136_k89_115319_5	GH2_secFalse	6.299999999999998e-109
11720	ERS396440_136	ERS396440_136_k89_124326_7	GT51_secFalse	1e-62
11721	ERS396440_136	ERS396440_136_k89_126863_35	GH74_secFalse	1.3e-17
11723	ERS396440_136	ERS396440_136_k89_126863_35	GH74_secFalse	4.599999999999999e-34
11725	ERS396440_136	ERS396440_136_k89_127873_28	CE2_secFalse	1.1e-58
11726	ERS396440_136	ERS396440_136_k89_128500_1	GH5_37_secFalse	1.8999999999999997e-101
11727	ERS396440_136	ERS396440_136_k89_128500_4	GH16_21_secFalse	1.1999999999999999e-86
11729	ERS396440_136	ERS396440_136_k89_128500_5	CBM13_secFalse	3.4999999999999997e-25
11730	ERS396440_136	ERS396440_136_k89_128500_5	GH16_21_secFalse	9.499999999999999e-88
11731	ERS396440_136	ERS396440_136_k89_129420_18	GH43_16_secFalse	9.999999999999999e-111
11740	ERS396440_136	ERS396440_136_k89_129420_7	GH27_secFalse	2.3e-59
11741	ERS396440_136	ERS396440_136_k89_129420_8	GH25_secFalse	1.6999999999999998e-43
11742	ERS396440_136	ERS396440_136_k89_151920_28	CE20_secFalse	6.999999999999999e-68
11743	ERS396440_136	ERS396440_136_k89_154611_3	GH5_10_secFalse	1e-39
11744	ERS396440_136	ERS396440_136_k89_154658_5	GT2_Glycos_transf_2_secFalse	3.1e-17
11746	ERS396440_136	ERS396440_136_k89_154707_1	GH5_4_secTrue	1.4e-89
11748	ERS396440_136	ERS396440_136_k89_154707_4	GH59_secFalse	2.9999999999999984e-203
11749	ERS396440_136	ERS396440_136_k89_154707_6	GH3_secFalse	2.5999999999999997e-69
11750	ERS396440_136	ERS396440_136_k89_154707_8	GH2_secFalse	3.899999999999998e-197
11751	ERS396440_136	ERS396440_136_k89_154709_1	GH94_secFalse	2.2999999999999987e-295
11752	ERS396440_136	ERS396440_136_k89_154709_3	GH77_secFalse	2.199999999999999e-171
11753	ERS396440_136	ERS396440_136_k89_154709_4	CE17_secFalse	5.999999999999999e-46
11756	ERS396440_136	ERS396440_136_k89_160587_9	GH5_4_secFalse	1.9999999999999995e-100
11760	ERS396440_136	ERS396440_136_k89_167076_12	GH5_4_secTrue	3.799999999999999e-86
11765	ERS396440_136	ERS396440_136_k89_167076_22	GH31_secFalse	1.1999999999999998e-122
11766	ERS396440_136	ERS396440_136_k89_173503_11	GT2_Glycos_transf_2_secFalse	4.4e-35
11767	ERS396440_136	ERS396440_136_k89_183885_21	GH5_4_secFalse	4.599999999999999e-102
11768	ERS396440_136	ERS396440_136_k89_183885_8	GH51_secFalse	1.0999999999999996e-133
11770	ERS396440_136	ERS396440_136_k89_187362_10	GH5_4_secFalse	1.4999999999999997e-98
11771	ERS396440_136	ERS396440_136_k89_188692_6	GH59_secFalse	9.099999999999997e-186
11772	ERS396440_136	ERS396440_136_k89_188692_7	GH35_secFalse	4.3999999999999995e-122
11774	ERS396440_136	ERS396440_136_k89_188692_8	GH5_46_secFalse	8.199999999999998e-42
11780	ERS396440_136	ERS396440_136_k89_206470_3	GH13_9_secFalse	2.6999999999999995e-120
11782	ERS396440_136	ERS396440_136_k89_207085_5	GH94_secFalse	1.1999999999999993e-257
11784	ERS396440_136	ERS396440_136_k89_209175_19	GH13_14_secFalse	1.9999999999999994e-115
11785	ERS396440_136	ERS396440_136_k89_210059_22	CBM2_secFalse	2.6e-17
11786	ERS396440_136	ERS396440_136_k89_210059_22	GH5_1_secFalse	8.899999999999999e-118
11787	ERS396440_136	ERS396440_136_k89_2148_10	GH31_secFalse	4.199999999999999e-144
11789	ERS396440_136	ERS396440_136_k89_2148_9	GH32_secFalse	1.7999999999999996e-85
11790	ERS396440_136	ERS396440_136_k89_21663_1	GH9_secFalse	6.999999999999999e-94
11791	ERS396440_136	ERS396440_136_k89_217472_15	GH4_secFalse	3.5e-33
11794	ERS396440_136	ERS396440_136_k89_221122_6	GH23_secFalse	1.8e-27
11796	ERS396440_136	ERS396440_136_k89_224465_22	GT2_Glycos_transf_2_secFalse	3e-19
11797	ERS396440_136	ERS396440_136_k89_225091_16	GH27_secFalse	6.199999999999999e-72
11799	ERS396440_136	ERS396440_136_k89_231423_7	GH43_35_secFalse	9.499999999999999e-103
11804	ERS396440_136	ERS396440_136_k89_245889_18	GH130_secFalse	2.1e-86
11808	ERS396440_136	ERS396440_136_k89_248946_1	GH44_secFalse	5.399999999999999e-166
11809	ERS396440_136	ERS396440_136_k89_248946_18	GH3_secFalse	5.099999999999999e-40
11810	ERS396440_136	ERS396440_136_k89_248946_22	CE2_secFalse	5.699999999999999e-53
11811	ERS396440_136	ERS396440_136_k89_248946_23	GH9_secFalse	1.2999999999999997e-71
11812	ERS396440_136	ERS396440_136_k89_251697_10	GT8_secFalse	3.7e-51
11813	ERS396440_136	ERS396440_136_k89_253164_5	GH26_secFalse	1.4999999999999997e-95
11814	ERS396440_136	ERS396440_136_k89_253164_5	CBM35_secFalse	3.500000000000001e-18
11816	ERS396440_136	ERS396440_136_k89_260217_21	GH3_secFalse	8.900000000000001e-46
11817	ERS396440_136	ERS396440_136_k89_260217_22	GH44_secFalse	1.4999999999999999e-115
11821	ERS396440_136	ERS396440_136_k89_263451_3	GH67_secFalse	4.799999999999997e-267
11822	ERS396440_136	ERS396440_136_k89_263451_4	GH10_secFalse	3.6000000000000003e-54
11824	ERS396440_136	ERS396440_136_k89_263451_5	CE20_secFalse	1.7e-20
11825	ERS396440_136	ERS396440_136_k89_263451_5	CE20_secFalse	2.7e-34
11826	ERS396440_136	ERS396440_136_k89_265038_15	CE1_secFalse	6.700000000000001e-41
11827	ERS396440_136	ERS396440_136_k89_266867_2	GT5_secFalse	3.1999999999999984e-178
11828	ERS396440_136	ERS396440_136_k89_266867_5	GH13_9_secFalse	1.2999999999999997e-148
11829	ERS396440_136	ERS396440_136_k89_266867_5	CBM48_secFalse	3.1e-17
11830	ERS396440_136	ERS396440_136_k89_267561_40	GH16_3_secFalse	4.099999999999999e-41
11833	ERS396440_136	ERS396440_136_k89_267562_43	GH95_secFalse	2.4999999999999987e-267
11834	ERS396440_136	ERS396440_136_k89_267562_7	GT28_secFalse	1.4e-40
11837	ERS396440_136	ERS396440_136_k89_30173_16	GH2_secFalse	3.3999999999999993e-107
11838	ERS396440_136	ERS396440_136_k89_30174_17	GH130_secFalse	1.4999999999999999e-90
11839	ERS396440_136	ERS396440_136_k89_39306_15	GT35_secFalse	3.299999999999999e-251
11840	ERS396440_136	ERS396440_136_k89_40271_10	GH36_secFalse	3.899999999999998e-280
11841	ERS396440_136	ERS396440_136_k89_40272_10	GT51_secFalse	1.9e-62
11847	ERS396440_136	ERS396440_136_k89_40273_1	CBM91_secFalse	1.1999999999999998e-23
11848	ERS396440_136	ERS396440_136_k89_40273_1	GH43_10_secFalse	1.8999999999999996e-96
11850	ERS396440_136	ERS396440_136_k89_40273_2	GH43_35_secFalse	5.3999999999999997e-101
11851	ERS396440_136	ERS396440_136_k89_40273_3	GH43_35_secFalse	2.8999999999999994e-123
11854	ERS396440_136	ERS396440_136_k89_40273_5	GH10_secFalse	1.8999999999999996e-96
11856	ERS396440_136	ERS396440_136_k89_40275_15	GT5_secFalse	9.899999999999995e-178
11857	ERS396440_136	ERS396440_136_k89_41723_1	GH13_secFalse	2.6999999999999997e-71
11858	ERS396440_136	ERS396440_136_k89_43713_14	CE4_secFalse	4.9e-33
11859	ERS396440_136	ERS396440_136_k89_43713_25	GH36_secFalse	1.8999999999999995e-95
11860	ERS396440_136	ERS396440_136_k89_43713_4	CE4_secFalse	1.8999999999999998e-24
11861	ERS396440_136	ERS396440_136_k89_43714_21	GH113_secFalse	9.799999999999997e-105
11862	ERS396440_136	ERS396440_136_k89_4959_1	CE4_secFalse	2.6e-26
11864	ERS396440_136	ERS396440_136_k89_59680_9	GH51_secFalse	5.599999999999999e-128
11866	ERS396440_136	ERS396440_136_k89_68675_17	GT2_Glycos_transf_2_secFalse	4.3e-20
11868	ERS396440_136	ERS396440_136_k89_68675_27	GT2_Glycos_transf_2_secFalse	2.8999999999999997e-22
11869	ERS396440_136	ERS396440_136_k89_68675_8	GT99_secFalse	2.2e-115
11870	ERS396440_136	ERS396440_136_k89_79073_12	CE2_secFalse	2.5999999999999997e-70
11871	ERS396440_136	ERS396440_136_k89_83413_1	GH5_4_secFalse	8.199999999999998e-101
11872	ERS396440_136	ERS396440_136_k89_83413_18	CE17_secFalse	1.3e-57
11874	ERS396440_136	ERS396440_136_k89_83413_19	CBM65_secTrue	6.9e-17
11875	ERS396440_136	ERS396440_136_k89_86470_13	GT2_Glycos_transf_2_secFalse	9.5e-28
11879	ERS396440_136	ERS396440_136_k89_89601_1	CE2_secFalse	1e-58
11880	ERS396440_136	ERS396440_136_k89_90552_2	GT2_Glycos_transf_2_secFalse	2.0000000000000002e-21
11881	ERS396440_136	ERS396440_136_k89_91896_1	GT35_secFalse	5.999999999999997e-256
11882	ERS396440_136	ERS396440_136_k89_9352_10	GH3_secFalse	1.4999999999999997e-69
11883	ERS396440_136	ERS396440_136_k89_95762_4	CBM2_secFalse	1.1000000000000002e-19
11884	ERS396440_136	ERS396440_136_k89_95762_4	CBM2_secFalse	9.1e-16
11886	ERS396445_23	ERS396445_23_k79_100249_2	GH36_secFalse	4.499999999999998e-255
11887	ERS396445_23	ERS396445_23_k79_100347_2	GT35_secFalse	1.7999999999999993e-221
11912	ERS396445_23	ERS396445_23_k79_12439_6	GH29_secFalse	5.599999999999999e-115
11923	ERS396445_23	ERS396445_23_k79_18858_7	GT28_secFalse	1.4999999999999997e-40
11944	ERS396445_23	ERS396445_23_k79_44971_10	GH148_secFalse	1.4999999999999998e-34
11946	ERS396445_23	ERS396445_23_k79_44971_12	GH3_secFalse	7.499999999999999e-62
11948	ERS396445_23	ERS396445_23_k79_44971_5	GH3_secFalse	3.8999999999999995e-65
11949	ERS396445_23	ERS396445_23_k79_44971_6	GH3_secFalse	1.3e-57
11950	ERS396445_23	ERS396445_23_k79_44971_7	CBM67_secFalse	1.3e-21
11951	ERS396445_23	ERS396445_23_k79_44971_7	GH78_secFalse	1.3999999999999992e-170
11952	ERS396445_23	ERS396445_23_k79_44971_9	GH94_secFalse	1.799999999999999e-203
11962	ERS396445_23	ERS396445_23_k79_53562_5	GT5_secFalse	1.6999999999999995e-184
11968	ERS396445_23	ERS396445_23_k79_57330_17	GH43_35_secFalse	2.3999999999999996e-122
11972	ERS396445_23	ERS396445_23_k79_57330_26	CBM48_secFalse	3.7e-19
11973	ERS396445_23	ERS396445_23_k79_57330_26	GH13_9_secFalse	8.199999999999998e-155
11991	ERS396445_23	ERS396445_23_k79_64304_3	GT35_secFalse	9.099999999999996e-284
11992	ERS396445_23	ERS396445_23_k79_65707_29	GH3_secFalse	2.1999999999999996e-68
11996	ERS396445_23	ERS396445_23_k79_6880_18	GH32_secFalse	1.4999999999999998e-47
12015	ERS396445_23	ERS396445_23_k79_7128_35	GH106_secFalse	3.099999999999999e-70
12019	ERS396445_23	ERS396445_23_k79_7128_40	CBM67_secFalse	3.3e-22
12020	ERS396445_23	ERS396445_23_k79_7128_40	GH78_secFalse	9.499999999999997e-145
12021	ERS396445_23	ERS396445_23_k79_7128_47	GH29_secFalse	9.499999999999999e-98
12022	ERS396445_23	ERS396445_23_k79_7128_48	CE20_secFalse	3.4e-26
12023	ERS396445_23	ERS396445_23_k79_72232_11	CBM34_secFalse	1.2e-16
12024	ERS396445_23	ERS396445_23_k79_72232_11	GH13_39_secFalse	5.999999999999998e-92
12036	ERS396445_23	ERS396445_23_k79_83695_12	GT2_Glycos_transf_2_secFalse	1.4e-28
12044	ERS396447_9	ERS396447_9_k79_105130_7	GH25_secFalse	8.900000000000001e-42
12045	ERS396447_9	ERS396447_9_k79_107695_18	GH133_secFalse	1.2999999999999997e-121
12048	ERS396447_9	ERS396447_9_k79_111984_2	GH13_14_secFalse	6.899999999999997e-101
12052	ERS396447_9	ERS396447_9_k79_111984_7	GH77_secFalse	9.399999999999997e-170
12053	ERS396447_9	ERS396447_9_k79_111984_8	GT35_secFalse	2.399999999999999e-255
12054	ERS396447_9	ERS396447_9_k79_112353_11	GH13_20_secFalse	8.499999999999998e-81
12055	ERS396447_9	ERS396447_9_k79_112353_2	GH13_42_secFalse	4.3999999999999985e-105
12056	ERS396447_9	ERS396447_9_k79_112353_2	CBM26_secFalse	5.5000000000000006e-17
12058	ERS396447_9	ERS396447_9_k79_134969_3	GH25_secFalse	7.7e-45
12060	ERS396447_9	ERS396447_9_k79_156655_4	GH77_secFalse	2.2999999999999993e-177
12062	ERS396447_9	ERS396447_9_k79_158790_4	GT2_Glycos_transf_2_secFalse	2.9e-25
12064	ERS396447_9	ERS396447_9_k79_173285_2	GH13_9_secFalse	5.2999999999999984e-117
12065	ERS396447_9	ERS396447_9_k79_173285_3	GH13_20_secFalse	7.799999999999999e-79
12067	ERS396447_9	ERS396447_9_k79_195062_2	GT8_secFalse	1.6999999999999998e-31
12068	ERS396447_9	ERS396447_9_k79_203095_3	GH13_11_secFalse	1.8999999999999992e-152
12070	ERS396447_9	ERS396447_9_k79_203706_11	GT2_Glycos_transf_2_secFalse	9.4e-19
12071	ERS396447_9	ERS396447_9_k79_203706_15	GT2_Glycos_transf_2_secFalse	2.2999999999999997e-34
12073	ERS396447_9	ERS396447_9_k79_203706_3	GT4_secFalse	5.1e-25
12074	ERS396447_9	ERS396447_9_k79_203706_4	GT2_Glycos_transf_2_secFalse	4.9999999999999996e-33
12075	ERS396447_9	ERS396447_9_k79_203706_5	GT10_secFalse	6.1e-21
12076	ERS396447_9	ERS396447_9_k79_203706_9	GT2_Glycos_transf_2_secFalse	2.6000000000000004e-18
12077	ERS396447_9	ERS396447_9_k79_207978_19	GT51_secFalse	8.1e-65
12078	ERS396447_9	ERS396447_9_k79_207978_9	CE4_secFalse	8.300000000000001e-22
12080	ERS396447_9	ERS396447_9_k79_27534_31	CBM34_secFalse	1.2e-18
12081	ERS396447_9	ERS396447_9_k79_27534_31	GH13_20_secFalse	2.0999999999999996e-112
12083	ERS396447_9	ERS396447_9_k79_28596_8	CBM26_secFalse	2.7e-16
12084	ERS396447_9	ERS396447_9_k79_28596_8	GH13_28_secFalse	7.199999999999998e-72
12085	ERS396447_9	ERS396447_9_k79_28964_13	GT28_secFalse	5.099999999999999e-40
12087	ERS396447_9	ERS396447_9_k79_30108_2	GT111_secFalse	4.1e-83
12088	ERS396447_9	ERS396447_9_k79_30108_3	GT113_secFalse	3.1999999999999994e-105
12089	ERS396447_9	ERS396447_9_k79_31515_14	GT2_Glycos_transf_2_secFalse	3.9e-20
12090	ERS396447_9	ERS396447_9_k79_31515_14	GT2_Glycos_transf_2_secFalse	5.6e-31
12092	ERS396447_9	ERS396447_9_k79_31515_16	GT2_Glycos_transf_2_secFalse	2.4999999999999998e-33
12093	ERS396447_9	ERS396447_9_k79_31515_2	GT2_Glycos_transf_2_secFalse	6.2e-16
12094	ERS396447_9	ERS396447_9_k79_31515_4	GT2_Glycos_transf_2_secFalse	1.3e-24
12095	ERS396447_9	ERS396447_9_k79_31726_28	CE4_secFalse	6.6e-34
12100	ERS396447_9	ERS396447_9_k79_37451_29	CE4_secFalse	2.2000000000000003e-34
12101	ERS396447_9	ERS396447_9_k79_44392_21	GH13_39_secFalse	1.1e-96
12102	ERS396447_9	ERS396447_9_k79_44392_21	CBM34_secFalse	7.200000000000001e-16
12105	ERS396447_9	ERS396447_9_k79_47528_1	GT35_secFalse	2.4999999999999987e-280
12106	ERS396447_9	ERS396447_9_k79_48154_16	GT2_Glycos_transf_2_secFalse	2.2000000000000002e-30
12108	ERS396447_9	ERS396447_9_k79_5039_6	GH13_19_secFalse	8.699999999999997e-148
12109	ERS396447_9	ERS396447_9_k79_51542_1	CBM74_secTrue	1.1999999999999997e-70
12110	ERS396447_9	ERS396447_9_k79_51542_1	GH13_28_secTrue	1.7999999999999995e-75
12112	ERS396447_9	ERS396447_9_k79_76077_10	GH13_11_secFalse	4.7e-45
12114	ERS396447_9	ERS396447_9_k79_86736_7	GH13_9_secFalse	3.599999999999999e-150
12115	ERS396447_9	ERS396447_9_k79_86736_7	CBM48_secFalse	5.0000000000000005e-21
12116	ERS396447_9	ERS396447_9_k79_86851_13	GT5_secFalse	5.099999999999998e-181
12117	ERS396447_9	ERS396447_9_k79_86851_18	GH13_5_secFalse	8.999999999999998e-148
12118	ERS396447_9	ERS396447_9_k79_87051_8	CE4_secFalse	3.2000000000000003e-28
12120	ERS396447_9	ERS396447_9_k79_87699_18	GH1_secFalse	2.2999999999999994e-145
12123	ERS396447_9	ERS396447_9_k79_93249_23	GH25_secFalse	2.9999999999999995e-45
12125	ERS396447_9	ERS396447_9_k79_93249_2	GH5_2_secFalse	9.199999999999998e-97
12126	ERS396447_9	ERS396447_9_k79_93265_8	GH13_36_secFalse	4.099999999999999e-103
12127	ERS396447_9	ERS396447_9_k79_94856_11	GT51_secFalse	7.4e-60
12132	ERS396453_24	ERS396453_24_k79_105541_2	GH51_secFalse	5.399999999999999e-139
12133	ERS396453_24	ERS396453_24_k79_105541_3	CE4_secFalse	1.1999999999999999e-28
12134	ERS396453_24	ERS396453_24_k79_105541_4	CE2_secFalse	2.0999999999999998e-66
12135	ERS396453_24	ERS396453_24_k79_106921_3	CBM48_secFalse	1.3e-16
12136	ERS396453_24	ERS396453_24_k79_106921_3	GH13_9_secFalse	1.8999999999999992e-120
12137	ERS396453_24	ERS396453_24_k79_110918_9	GH3_secFalse	6.8999999999999995e-68
12139	ERS396453_24	ERS396453_24_k79_12035_38	GH5_4_secFalse	1.3999999999999997e-86
12143	ERS396453_24	ERS396453_24_k79_12035_89	GH74_secFalse	6.799999999999999e-39
12149	ERS396453_24	ERS396453_24_k79_12381_8	GH31_secFalse	5.699999999999998e-133
12152	ERS396453_24	ERS396453_24_k79_1411_1	GH77_secFalse	2.399999999999999e-172
12153	ERS396453_24	ERS396453_24_k79_1411_30	GH113_secFalse	2.2999999999999996e-103
12155	ERS396453_24	ERS396453_24_k79_145373_8	GH36_secFalse	3.499999999999998e-279
12159	ERS396453_24	ERS396453_24_k79_153750_4	GT2_Glycos_transf_2_secFalse	6.8e-34
12160	ERS396453_24	ERS396453_24_k79_155081_17	GH130_secFalse	3.6999999999999997e-90
